booth_number,company_name,show_type,product_name,company_url,country,country_code,country_code_lower,flag_url
1F-47,CCCMHPIE,Ingredients,not provided,detail.php?exid=CF22105766&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3G-37,Central Kagaku Corp.,Machinery/Equipment,not provided,detail.php?exid=CF26184543&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3F-32,"Central Science Commerce, Inc.",Machinery/Equipment,not provided,detail.php?exid=CF22194245&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3F-32,"Central Science Commerce, Inc.",Machinery/Equipment,not provided,detail.php?exid=CF22194245&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3C-33,"Changzhou Chongkai Chemical Co., Ltd.",Ingredients,not provided,detail.php?exid=CF26187640&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1J-43,"Changzhou Koye Chemical Co.,Ltd",Ingredients,not provided,detail.php?exid=F20149650&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3B-27,"Changzhou Liren Medical Technology Co., Ltd.",Ingredients,not provided,detail.php?exid=CF26108851&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3A-17,"Changzhou Sunlight Pharmaceutical Co., Ltd.",Ingredients,not provided,detail.php?exid=C14018075&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
3C-31,"Changzhou United Chemical Co., Ltd.",Ingredients,not provided,detail.php?exid=CF24147906&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
2A-02,"Changzhou Yinsheng Pharmaceutical Co.,Ltd.",Ingredients,not provided,detail.php?exid=CF26133857&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3F-22,ChemCon,Bio Pharma,not provided,detail.php?exid=CF24127250&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png
3F-22,ChemCon,Bio Pharma,not provided,detail.php?exid=CF24127250&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png
IT-07,CHEMELECTIVA srl,Ingredients,not provided,detail.php?exid=CF23156919&sidSuffix=s20260203221243470&previous=,NA,IT,it,NA
IT-03,CHEMI SPA,Ingredients,not provided,detail.php?exid=CF23128268&sidSuffix=s20260203221243470&previous=,NA,IT,it,NA
1A-44,"Chemicals Evaluation and Research Institute, Japan",Outsourcing,not provided,detail.php?exid=C14017525&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2A-06,Chemische Fabrik Berg GmbH,Ingredients,Amobarbital Sodium,detail.php?exid=CF25131699&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png
2A-06,Chemische Fabrik Berg GmbH,Ingredients,Amobarbital Sodium,detail.php?exid=CF25131699&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png
2A-06,Chemische Fabrik Berg GmbH,Ingredients,Barbital,detail.php?exid=CF25131699&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png
2A-06,Chemische Fabrik Berg GmbH,Ingredients,Barbital,detail.php?exid=CF25131699&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png
2A-06,Chemische Fabrik Berg GmbH,Ingredients,Barbital Sodium,detail.php?exid=CF25131699&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png
2A-06,Chemische Fabrik Berg GmbH,Ingredients,Barbital Sodium,detail.php?exid=CF25131699&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png
2A-06,Chemische Fabrik Berg GmbH,Ingredients,Butalbital,detail.php?exid=CF25131699&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png
2A-06,Chemische Fabrik Berg GmbH,Ingredients,Butalbital,detail.php?exid=CF25131699&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png
2A-06,Chemische Fabrik Berg GmbH,Ingredients,Cetylpyridinium Bromide,detail.php?exid=CF25131699&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png
2A-06,Chemische Fabrik Berg GmbH,Ingredients,Cetylpyridinium Bromide,detail.php?exid=CF25131699&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png
1D-06,CHEMPLAST SANMAR LTD,Outsourcing,not provided,detail.php?exid=CF26153997&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
1D-08,CHEMPRO PHARMA,Outsourcing,not provided,detail.php?exid=CF24170531&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1H-42,"Chemtour Biotech (Suzhou) Co.,Ltd.",Ingredients,not provided,detail.php?exid=C19191210&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2C-32,"Chemvon Biotechnology Co., Ltd.",Ingredients,not provided,detail.php?exid=C16125487&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
2C-32,"Chemvon Biotechnology Co., Ltd.",Ingredients,not provided,detail.php?exid=C16125487&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1F-48,"Chemyouth Life Science (Suzhou)Co.,Ltd",Ingredients,not provided,detail.php?exid=CF26185245&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1E-46,"Chengdu Aupone Pharmaceutical Co.,Ltd",Ingredients,not provided,detail.php?exid=CF26154962&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1G-01,CHENGDU BRILLIANT PHARMACEUTICAL GROUP,Ingredients,not provided,detail.php?exid=CF24131760&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
3B-28,"Chengdu Pukang Weixin Biotechnology Co., Ltd.",Ingredients,not provided,detail.php?exid=CF26168473&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1G-06,Chengdu Shengnuo Biopharm Co.Ltd,Ingredients,not provided,detail.php?exid=C17159688&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1G-06,Chengdu Shengnuo Biopharm Co.Ltd,Ingredients,not provided,detail.php?exid=C17159688&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
3G-09,"Chengdu Tachem Co., LTD",Bio Pharma,not provided,detail.php?exid=CF26126905&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
3F-08,"Chengdu ZY Biochemical Technology Co.,Ltd.",Bio Pharma,not provided,detail.php?exid=CF25131935&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3D-21,Chieron Active Ingredients Pvt. Ltd.,Ingredients,not provided,detail.php?exid=C19171085&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
3B-32,China Zhuhai Jinwan Biopharma,Ingredients,not provided,detail.php?exid=CF26120392&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1H-07,CHIROGATE INTERNATIONAL INC.,Ingredients,not provided,detail.php?exid=CF25148522&sidSuffix=s20260203221243470&previous=,TAIWAN,TW,tw,https://flagcdn.com/w40/tw.png
1H-07,CHIROGATE INTERNATIONAL INC.,Ingredients,not provided,detail.php?exid=CF25148522&sidSuffix=s20260203221243470&previous=,TAIWAN,TW,tw,https://flagcdn.com/w40/tw.png
1B-06,"Chongqing Ensky Pharmaceutial Co.,Ltd.",Ingredients,not provided,detail.php?exid=C16149071&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3B-20,"Chongqing Shenghuaxi Pharmaceutical Co., Ltd.",Ingredients,not provided,detail.php?exid=CF25190706&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3C-34,"Chongqing Southwest No.2 Pharmaceutical Factory Co., Ltd.",Ingredients,not provided,detail.php?exid=CF26176603&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1F-32,"CHORI CO., LTD",Ingredients,not provided,detail.php?exid=C14016309&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1F-32,"CHORI CO., LTD",Ingredients,not provided,detail.php?exid=C14016309&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3F-03,"ChromaJean Co., Ltd.",Bio Pharma,not provided,detail.php?exid=CF25171883&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3F-03,"ChromaJean Co., Ltd.",Bio Pharma,not provided,detail.php?exid=CF25171883&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3F-03,"ChromaJean Co., Ltd.",Bio Pharma,not provided,detail.php?exid=CF25171883&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3A-10,CHUKAN BUTSU LTD.,Ingredients,not provided,detail.php?exid=C14013688&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3A-10,CHUKAN BUTSU LTD.,Ingredients,not provided,detail.php?exid=C14013688&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3A-10,CHUKAN BUTSU LTD.,Ingredients,not provided,detail.php?exid=C14013688&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2H-46,"Climbing Co., Ltd.",Formulation ＆ Packaging,not provided,detail.php?exid=CF26150788&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
3E-04,CM Plus Corporation,Bio Pharma,not provided,detail.php?exid=C14018993&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
1A-27,Cohance Lifesciences Limited,Outsourcing,not provided,detail.php?exid=C14019020&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
1D-36,CONCORD BIOTECH LIMITED,Outsourcing,not provided,detail.php?exid=CF22160311&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
2F-04,Contract Pharmaceuticals Limited Canada,Ingredients,not provided,not provided,NA,CA,ca,NA
3G-32,Corning Advanced-Flow Reactors / Wako Chemical,Machinery/Equipment,not provided,detail.php?exid=CF26141336&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
2F-47,COSTECH Pharma Inc.,Ingredients,not provided,detail.php?exid=CF25153478&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2F-47,COSTECH Pharma Inc.,Ingredients,not provided,detail.php?exid=CF25153478&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
IT-01,CPA (Chemical Pharmaceutical Association),Ingredients,not provided,detail.php?exid=CF23174605&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
3H-29,Croda Japan K.K.,Bio Pharma,not provided,detail.php?exid=CF23185561&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3H-29,Croda Japan K.K.,Bio Pharma,not provided,detail.php?exid=CF23185561&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3H-29,Croda Japan K.K.,Bio Pharma,not provided,detail.php?exid=CF23185561&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1C-33,"CSIM CO., LTD.",Outsourcing,not provided,detail.php?exid=CF23116810&sidSuffix=s20260203221243470&previous=,SOUTH KOREA,KR,kr,https://flagcdn.com/w40/kr.png
1C-33,"CSIM CO., LTD.",Outsourcing,not provided,detail.php?exid=CF23116810&sidSuffix=s20260203221243470&previous=,SOUTH KOREA,KR,kr,https://flagcdn.com/w40/kr.png
1C-33,"CSIM CO., LTD.",Outsourcing,not provided,detail.php?exid=CF23116810&sidSuffix=s20260203221243470&previous=,SOUTH KOREA,KR,kr,https://flagcdn.com/w40/kr.png
2D-38,"CSPC PHARMACEUTICAL GROUP CO.,LTD.",Ingredients,not provided,detail.php?exid=C14018221&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3G-11,CURAPATH,Bio Pharma,not provided,detail.php?exid=CF25132823&sidSuffix=s20260203221243470&previous=,SPAIN,ES,es,https://flagcdn.com/w40/es.png
3G-11,CURAPATH,Bio Pharma,not provided,detail.php?exid=CF25132823&sidSuffix=s20260203221243470&previous=,SPAIN,ES,es,https://flagcdn.com/w40/es.png
2C-10,Curia,Ingredients,not provided,detail.php?exid=C17189926&sidSuffix=s20260203221243470&previous=,USA,US,us,https://flagcdn.com/w40/us.png
2C-10,Curia,Ingredients,not provided,detail.php?exid=C17189926&sidSuffix=s20260203221243470&previous=,USA,US,us,https://flagcdn.com/w40/us.png
2C-10,Curia,Ingredients,not provided,detail.php?exid=C17189926&sidSuffix=s20260203221243470&previous=,USA,US,us,https://flagcdn.com/w40/us.png
2G-51,CurTec,Formulation ＆ Packaging,not provided,detail.php?exid=CF25138605&sidSuffix=s20260203221243470&previous=,NA,NL,nl,NA
3G-01,Cyfuse Biomedical K.K.,Bio Pharma,not provided,detail.php?exid=CF26172513&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1H-38,Daido Chemical Corporation,Ingredients,not provided,detail.php?exid=CF22165716&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
2H-10,"Daito Pharmaceutical Co., Ltd.",Ingredients,not provided,detail.php?exid=C16105157&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2H-10,"Daito Pharmaceutical Co., Ltd.",Ingredients,not provided,detail.php?exid=C16105157&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2H-10,"Daito Pharmaceutical Co., Ltd.",Ingredients,not provided,detail.php?exid=C16105157&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3A-10,DalChem,Ingredients,not provided,detail.php?exid=CF23166808&sidSuffix=s20260203221243470&previous=,RUSSIAN FEDERATION,RU,ru,https://flagcdn.com/w40/ru.png
3A-10,DalChem,Ingredients,not provided,detail.php?exid=CF23166808&sidSuffix=s20260203221243470&previous=,RUSSIAN FEDERATION,RU,ru,https://flagcdn.com/w40/ru.png
3F-31,Dec Group,Machinery/Equipment,not provided,detail.php?exid=CF25178347&sidSuffix=s20260203221243470&previous=,SWITZERLAND,CH,ch,https://flagcdn.com/w40/ch.png
3F-31,Dec Group,Machinery/Equipment,not provided,detail.php?exid=CF25178347&sidSuffix=s20260203221243470&previous=,SWITZERLAND,CH,ch,https://flagcdn.com/w40/ch.png
3H-32,"Department of Industrial Technology, MOEA, Taiwan",Ingredients,not provided,detail.php?exid=CF26157179&sidSuffix=s20260203221243470&previous=,NA,TW,tw,NA
1G-10,"Depew Fine Chemical Co., Ltd.",Outsourcing,2-chloropyrimidine,detail.php?exid=C20145987&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1G-10,"Depew Fine Chemical Co., Ltd.",Outsourcing,2-chloropyrimidine,detail.php?exid=C20145987&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1G-10,"Depew Fine Chemical Co., Ltd.",Outsourcing,2-chloropyrimidine,detail.php?exid=C20145987&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1G-10,"Depew Fine Chemical Co., Ltd.",Outsourcing,4-cyanobenzoic acid,detail.php?exid=C20145987&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1G-10,"Depew Fine Chemical Co., Ltd.",Outsourcing,4-cyanobenzoic acid,detail.php?exid=C20145987&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1G-10,"Depew Fine Chemical Co., Ltd.",Outsourcing,4-cyanobenzoic acid,detail.php?exid=C20145987&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1G-10,"Depew Fine Chemical Co., Ltd.",Outsourcing,(-) trans-4r-(4-fluorophenyl)-3s-,detail.php?exid=C20145987&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1G-10,"Depew Fine Chemical Co., Ltd.",Outsourcing,(-) trans-4r-(4-fluorophenyl)-3s-,detail.php?exid=C20145987&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1G-10,"Depew Fine Chemical Co., Ltd.",Outsourcing,(-) trans-4r-(4-fluorophenyl)-3s-,detail.php?exid=C20145987&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1G-10,"Depew Fine Chemical Co., Ltd.",Outsourcing,((4-phenylbutyl)hydroxyphosphoryl)acetic,detail.php?exid=C20145987&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1G-10,"Depew Fine Chemical Co., Ltd.",Outsourcing,((4-phenylbutyl)hydroxyphosphoryl)acetic,detail.php?exid=C20145987&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1G-10,"Depew Fine Chemical Co., Ltd.",Outsourcing,((4-phenylbutyl)hydroxyphosphoryl)acetic,detail.php?exid=C20145987&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1H-32,DFE Pharma KK,Ingredients,not provided,detail.php?exid=C14017333&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1H-32,DFE Pharma KK,Ingredients,not provided,detail.php?exid=C14017333&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3C-23,"DIJIA PHARMACEUTICAL GROUP CO., LTD",Ingredients,not provided,detail.php?exid=C14148631&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
IT-06,DIPHARMA FRANCIS,Ingredients,not provided,detail.php?exid=C15147099&sidSuffix=s20260203221243470&previous=,NA,IT,it,NA
1C-38,Dishman Carbogen Amcis,Outsourcing,not provided,detail.php?exid=CF24120415&sidSuffix=s20260203221243470&previous=,SWITZERLAND,CH,ch,https://flagcdn.com/w40/ch.png
1C-38,Dishman Carbogen Amcis,Outsourcing,not provided,detail.php?exid=CF24120415&sidSuffix=s20260203221243470&previous=,SWITZERLAND,CH,ch,https://flagcdn.com/w40/ch.png
2G-04,DKSH Japan K.K.,Ingredients,not provided,detail.php?exid=C14017530&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2G-04,DKSH Japan K.K.,Ingredients,not provided,detail.php?exid=C14017530&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2G-04,DKSH Japan K.K.,Ingredients,not provided,detail.php?exid=C14017530&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3F-38,DKSH Market Expansion Services Japan K.K.,Machinery/Equipment,not provided,detail.php?exid=C14015724&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1D-22,Dr. Reddy's Laboratories Ltd.,Outsourcing,not provided,detail.php?exid=C14018171&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1D-22,Dr. Reddy's Laboratories Ltd.,Outsourcing,not provided,detail.php?exid=C14018171&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1D-22,Dr. Reddy's Laboratories Ltd.,Outsourcing,not provided,detail.php?exid=C14018171&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
3E-09,Duoning Japan,Bio Pharma,not provided,detail.php?exid=CF24140619&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3E-09,Duoning Japan,Bio Pharma,not provided,detail.php?exid=CF24140619&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1H-48,East Rock Union Limited,Ingredients,not provided,detail.php?exid=CF26190926&sidSuffix=s20260203221243470&previous=,NA,HK,hk,NA
1E-36,"EirGenix, Inc.",Ingredients,not provided,detail.php?exid=CF25188310&sidSuffix=s20260203221243470&previous=,IRELAND,IE,ie,https://flagcdn.com/w40/ie.png
3E-35,ELGA Labowater,Machinery/Equipment,not provided,detail.php?exid=CF26104485&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3F-04,EMBALL`ISO Japan K.K.,Bio Pharma,not provided,detail.php?exid=CF23154165&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3F-04,EMBALL`ISO Japan K.K.,Bio Pharma,not provided,detail.php?exid=CF23154165&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
IT-01,"Embassy of Italy, Tokyo - Trade Promotion Section",Ingredients,not provided,detail.php?exid=C14016390&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1J-45,"EOS MED CHEM CO., LTD",Ingredients,not provided,detail.php?exid=CF24175194&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3B-41,Eqova Medicare,Ingredients,not provided,detail.php?exid=CF25121941&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
3B-41,Eqova Medicare,Ingredients,not provided,detail.php?exid=CF25121941&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
3H-12,"Erabu Japan Co.,Ltd",Bio Pharma,not provided,detail.php?exid=CF25183005&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
IT-08,ERREGIERRE SPA,Ingredients,not provided,detail.php?exid=C14016361&sidSuffix=s20260203221243470&previous=,NA,IT,it,NA
1D-08,Erythro Pharma,Outsourcing,not provided,not provided,INDIA,IN,in,https://flagcdn.com/w40/in.png
1D-08,Erythro Pharma,Outsourcing,not provided,not provided,INDIA,IN,in,https://flagcdn.com/w40/in.png
3A-01,"ESTCHEM CO., LTD.",Ingredients,not provided,detail.php?exid=CF25136010&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3A-01,"ESTCHEM CO., LTD.",Ingredients,not provided,detail.php?exid=CF25136010&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1D-37,ESTEVE CDMO,Outsourcing,not provided,detail.php?exid=C20104090&sidSuffix=s20260203221243470&previous=,NA,ES,es,NA
1B-52,ETHYPHARM,Outsourcing,not provided,detail.php?exid=CF26197356&sidSuffix=s20260203221243470&previous=,NA,FR,fr,NA
1B-22,EURO API Japan G.K.,Outsourcing,not provided,detail.php?exid=CF23170751&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1B-22,EURO API Japan G.K.,Outsourcing,not provided,detail.php?exid=CF23170751&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1B-22,EURO API Japan G.K.,Outsourcing,not provided,detail.php?exid=CF23170751&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3H-11,Evaluate Japan K.K.,Bio Pharma,not provided,detail.php?exid=CF24164813&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
3H-28,EXTROVIS AG,Bio Pharma,not provided,detail.php?exid=CF26106388&sidSuffix=s20260203221243470&previous=,NA,CH,ch,NA
1A-22,Fareva,Outsourcing,not provided,detail.php?exid=CF24136407&sidSuffix=s20260203221243470&previous=,FRANCE,FR,fr,https://flagcdn.com/w40/fr.png
2D-41,"FarFavour Japan Co.,Ltd.",Ingredients,not provided,detail.php?exid=C20119271&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
IT-12,FARMABIOS,Ingredients,not provided,detail.php?exid=CF25181214&sidSuffix=s20260203221243470&previous=,NA,IT,it,NA
IT-13,FARMAFLOR GROUP,Ingredients,not provided,detail.php?exid=CF26141874&sidSuffix=s20260203221243470&previous=,NA,IT,it,NA
3B-35,"Farmasino Pharmaceuticals (Anhui) Co., Ltd",Ingredients,not provided,detail.php?exid=CF24132883&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1A-30,Fermion Oy,Outsourcing,Alprazolam,detail.php?exid=CF26133456&sidSuffix=s20260203221243470&previous=,NA,FI,fi,NA
1A-30,Fermion Oy,Outsourcing,Azathioprine,detail.php?exid=CF26133456&sidSuffix=s20260203221243470&previous=,NA,FI,fi,NA
1A-30,Fermion Oy,Outsourcing,Benserazide,detail.php?exid=CF26133456&sidSuffix=s20260203221243470&previous=,NA,FI,fi,NA
1A-30,Fermion Oy,Outsourcing,Buspirone HCI,detail.php?exid=CF26133456&sidSuffix=s20260203221243470&previous=,NA,FI,fi,NA
1A-30,Fermion Oy,Outsourcing,CARBIDOPA,detail.php?exid=CF26133456&sidSuffix=s20260203221243470&previous=,NA,FI,fi,NA
1A-24,FIS,Outsourcing,not provided,detail.php?exid=CF23191718&sidSuffix=s20260203221243470&previous=,ITALY,IT,it,https://flagcdn.com/w40/it.png
1A-24,FIS,Outsourcing,not provided,detail.php?exid=CF23191718&sidSuffix=s20260203221243470&previous=,ITALY,IT,it,https://flagcdn.com/w40/it.png
IT-20,FLAMMA SPA,Ingredients,not provided,detail.php?exid=CF23151871&sidSuffix=s20260203221243470&previous=,NA,IT,it,NA
1E-36,Formosa Laboratories Japan Inc.,Ingredients,not provided,detail.php?exid=C20112335&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1E-36,Formosa Laboratories Japan Inc.,Ingredients,not provided,detail.php?exid=C20112335&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1E-36,"Formosa Laboratories, Inc.",Ingredients,not provided,detail.php?exid=C20117834&sidSuffix=s20260203221243470&previous=,TAIWAN,TW,tw,https://flagcdn.com/w40/tw.png
3G-05,FORMULATRIX International Trading FZ-LLC,Bio Pharma,not provided,detail.php?exid=CF26110967&sidSuffix=s20260203221243470&previous=,NA,AE,ae,NA
2J-46,"Fuji Capsule Co., Ltd",Formulation ＆ Packaging,not provided,detail.php?exid=CF26141227&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2A-25,Fuji Chemicals Ltd.,Ingredients,not provided,detail.php?exid=CF24168728&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2A-25,Fuji Chemicals Ltd.,Ingredients,not provided,detail.php?exid=CF24168728&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3B-24,Fujian Genohope Biotech Ltd.,Ingredients,not provided,detail.php?exid=CF26108599&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3E-10,"FUJIFILM Toyama Chemical Co., Ltd.",Bio Pharma,not provided,detail.php?exid=CF23154010&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
